Country Name,Country Code,Region,IncomeGroup,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018
North Macedonia,MKD,Europe & Central Asia,Upper middle income,50.41754355,50.42292193,50.45093605,50.30648081,50.32042635,50.18798714,50.00383664,49.91454194,49.79814453,49.82580591,49.65500744,49.3653171,49.09662793,48.84855685,48.6857956,48.54304653,48.05555739,47.77123397,47.27756698,46.93802165,46.41998416,46.02523625,45.71978669,45.61755814,45.45947673,45.40605504,45.30260974,45.28118536,45.01101906
Mali,MLI,Sub-Saharan Africa,Low income,43.02999878,43.02899933,43.01300049,43.00299835,42.79499817,42.55500031,42.42100143,41.77500153,41.15399933,40.56000137,40.92200089,41.30699921,41.7140007,42.53499985,42.28900146,42.04600143,41.85499954,42.86899948,42.5909996,42.45800018,42.7879982,43.43799973,43.01200104,44.3769989,43.92499924,43.53699875,42.35300064,42.72000122,42.7159996
Malta,MLT,Middle East & North Africa,High income,60.0530014,59.97999954,59.91999817,59.9070015,59.93500137,59.99900055,59.99700165,60.05500031,60.15499878,60.26100159,60.35100174,60.39799881,60.43899918,60.49599838,60.55099869,60.61800003,60.5530014,60.51300049,60.49499893,60.49700165,60.52199936,60.41699982,60.35300064,60.32699966,60.33000183,61.24599838,61.3030014,61.37599945,61.3429985
Myanmar,MMR,East Asia & Pacific,Lower middle income,26.97599983,26.96299934,26.60000038,26.92499924,27.47800064,27.37599945,27.68600082,28.25200081,28.66300011,29.0909996,30.18499947,29.45400047,30.88800049,30.20700073,28.17000008,29.62800026,29.96899986,31.89900017,32.92100143,33.39300156,34.08300018,35.45899963,37.46300125,39.26200104,40.69100189,41.61100006,42.40200043,43.32799911,43.2879982
Middle East & North Africa (excluding high income),MNA,,,61.79100037,61.86800003,61.52199936,61.30799866,61.0359993,60.79299927,60.58399963,60.4109993,60.22200012,59.8030014,59.24499893,58.72800064,58.17499924,57.54199982,56.91500092,56.28499985,55.64500046,55.05599976,54.54199982,54.02899933,53.55599976,53.25099945,52.89099884,52.4980011,52.11700058,51.76200104,49.80500031,47.92100143,47.72399902
Montenegro,MNE,Europe & Central Asia,Upper middle income,16.38810806,16.37273149,16.42976146,16.53082186,16.81783214,16.62811209,16.4447915,16.40840521,16.41318177,17.05782889,17.37282741,17.58515487,17.435269,17.91633905,18.30153734,18.66934535,18.53460997,18.80918322,17.9463148,18.34955602,18.19070774,17.97789524,17.88515437,17.96866002,17.65986254,17.62858878,18.05977237,17.90212823,17.86282906
Mongolia,MNG,East Asia & Pacific,Lower middle income,44.19300079,44.11100006,44.05500031,43.97499847,43.87200165,43.74900055,43.67599869,43.56999969,43.46900177,43.2879982,43.15399933,43.00999832,42.90000153,42.81600189,42.75500107,42.68600082,42.73500061,42.82099915,42.82600021,42.63899994,42.5890007,42.57300186,42.72800064,43.36100006,43.93299866,44.5359993,43.87599945,43.68199921,43.57500076
Northern Mariana Islands,MNP,East Asia & Pacific,High income,50.88499832,51.58499908,52.3730011,52.91199875,53.21699905,53.3409996,53.57300186,53.74499893,53.94200134,54.12400055,54.33000183,54.32799911,54.20100021,53.98500061,53.7179985,53.6629982,53.64300156,53.6780014,53.82099915,53.6629982,53.13399887,53.88800049,53.7840004,53.70999908,53.95299911,53.73500061,52.6629982,53.32400131,53.29199982
Mozambique,MOZ,Sub-Saharan Africa,Low income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,86.8010025,86.77100372,86.75800323,86.78500366,86.83100128,86.88400269,86.91400146,86.92500305,87.22299957,87.44799805,87.61100006,87.70400238,87.74700165,87.7440033,87.19400024,86.59899902,85.95500183,85.26000214,84.51399994,83.71900177,82.87400055,81.98000336,81.03199768,80.02799988,78.96499634,77.84400177,77.81999969,77.79599762,77.53600311
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,28.79999924,28.80999947,28.84399986,28.90099907,28.96100044,29.04000092,29.16399956,29.29100037,29.43700027,29.60300064,29.78199959,29.53000069,29.3010006,29.09399986,28.90600014,28.73500061,28.57900047,28.44400024,28.32799911,28.2329998,28.15800095,28.10099983,28.06500053,28.28499985,28.5189991,28.7670002,28.9279995,29.13100052,29.1760006
Malawi,MWI,Sub-Saharan Africa,Low income,37.67599869,38.15399933,38.44499969,38.61299896,38.79700089,39.08499908,39.15399933,39.24399948,39.3769989,39.54299927,39.70999908,39.81299973,39.87099838,39.87599945,39.83100128,41.27399826,41.52500153,40.4659996,41.2820015,41.56200027,43.04600143,42.13600159,42.48899841,44.3390007,44.61800003,45.69200134,44.76800156,45.0320015,44.98199844
Malaysia,MYS,East Asia & Pacific,Upper middle income,76.59300232,76.47799683,76.38500214,76.32900238,76.26699829,76.20500183,76.13999939,76.07800293,76.01200104,75.85800171,75.65699768,75.40200043,75.10800171,74.80000305,74.50299835,74.22899628,73.99900055,73.77700043,73.55999756,73.33899689,73.11000061,72.90399933,72.68699646,72.46299744,72.53800201,72.61799622,72.71800232,72.81999969,72.84500122
North America,NAC,,,45.45999908,45.31499863,45.20600128,45.08599854,44.97900009,44.85599899,44.74100113,44.67100143,44.82500076,44.75600052,44.65200043,44.54000092,44.37599945,44.22499847,44.0929985,44.01100159,43.85599899,43.70500183,43.05099869,43.6230011,43.45800018,45.03699875,46.35300064,49.0019989,49.95299911,50.32699966,50.60499954,50.67599869,50.90499878
Namibia,NAM,Sub-Saharan Africa,Upper middle income,56.37702291,56.23068386,56.56030922,56.63675939,57.55448006,57.76197519,58.03036915,58.55624838,58.64577087,58.84879167,58.98822145,58.82316671,58.74566503,58.72931305,58.46793873,58.51537877,58.62779328,58.62941438,58.8188699,58.52548971,57.94885276,57.40987389,57.20683779,56.84890269,56.62583615,56.34428418,56.4925163,56.80165772,56.54835445
New Caledonia,NCL,East Asia & Pacific,High income,48.12599945,48.4280014,48.77399826,49.14599991,49.54199982,48.91500092,48.30599976,47.77099991,48.14799881,48.53499985,48.91600037,49.42100143,49.88399887,50.31000137,50.70700073,51.08399963,51.45600128,51.8030014,52.14199829,52.49700165,52.88399887,53.40499878,53.96300125,58.19900131,57.52899933,56.43500137,55.34500122,55.69300079,56.20600128
Niger,NER,Sub-Saharan Africa,Low income,58.87200165,59.22499847,59.72100067,60.2820015,60.75299835,61.09799957,61.24200058,61.29199982,61.2519989,61.20700073,61.14400101,61.08399963,61.01300049,60.9109993,60.75299835,60.5379982,60.12099838,59.6269989,59.11100006,58.60900116,58.11800003,57.97499847,57.90999985,57.85200119,57.79399872,57.7159996,57.5890007,57.44400024,57.28099823
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,68.80400085,68.7559967,68.7480011,68.77700043,68.82099915,68.86599731,68.8259964,68.78800201,68.75700378,68.71600342,68.68099976,68.55200195,68.45600128,68.38200378,68.30799866,68.23799896,68.11100006,68.00099945,67.91000366,67.8239975,67.76000214,67.65000153,67.57099915,67.5059967,67.45999908,67.42900085,67.3809967,67.36499786,67.29699707
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,47.13499832,47.10699844,47.11700058,47.16199875,47.22999954,47.31700134,47.31700134,47.34500122,47.39500046,47.45600128,47.52899933,47.5,47.49000168,47.5,47.5379982,47.75299835,47.99399948,48.26399994,48.55899811,48.87400055,49.20199966,49.54100037,49.88899994,50.23899841,50.2859993,50.36800003,50.39099884,50.47399902,50.54999924
Netherlands,NLD,Europe & Central Asia,High income,37.00600052,36.70600128,35.81600189,34.91600037,34.27500153,33.83100128,34.21500015,35.13299942,36.06900024,37.24300003,38.56299973,39.6230011,40.70800018,41.81700134,42.94599915,44.0909996,45.25999832,45.70700073,46.15800095,46.61100006,47.06200027,47.52500153,47.98899841,48.44900131,48.89699936,49.45299911,49.97200012,50.44300079,50.68099976
Norway,NOR,Europe & Central Asia,High income,43.04700089,43.82500076,45.11100006,45.58599854,46.68999863,47.30699921,48.33800125,49.72800064,50.5719986,52.10599899,53.22000122,54.19499969,54.88499832,55.60900116,56.09500122,56.64199829,57.18999863,58.42399979,59.23899841,59.74300003,58.24700165,58.09199905,58.625,58.53699875,57.81399918,58.20399857,58.01900101,58.07899857,57.98500061
Nepal,NPL,South Asia,Low income,55.06100082,55.04899979,54.84999847,54.94800186,55.47299957,57.13600159,58.39699936,59.78099823,61.11299896,61.09000015,61.21699905,61.48799896,62.34899902,60.97100067,61.16199875,60.70199966,61.02999878,62.08000183,63.23699951,62.60499954,61.78099823,61.63999939,61.59799957,61.55699921,61.34999847,61.33100128,60.88499832,60.2859993,60.24000168
Nauru,NRU,East Asia & Pacific,Upper middle income,81.04199982,81.09200287,81.19100189,81.32499695,81.48100281,81.65100098,81.59999847,81.5759964,81.58100128,81.62200165,81.37000275,81.08799744,80.8030014,80.51200104,80.21600342,79.91200256,79.60600281,79.28900146,78.96299744,79.1269989,79.31199646,79.73100281,80.16699982,80.5759964,80.90299988,81.1309967,81.43000031,81.66200256,81.66600037
New Zealand,NZL,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,OED,,,53.29999924,53.63000107,53.39699936,53.30799866,54.40999985,55.11500168,56.41600037,56.30799866,56.21699905,56.52000046,56.68899918,57.64500046,58.35800171,58.62099838,59.08100128,60.09700012,60.64799881,61.09199905,61.36100006,61.24700165,60.9659996,61.44200134,61.57400131,62.00899887,62.89899826,62.84000015,63.91899872,64.64399719,64.59899902
Oman,OMN,Middle East & North Africa,High income,47.84074018,48.13576899,48.14928278,47.84533577,48.390945,48.51711746,48.69891904,49.0420696,49.07097277,49.27809849,49.32183043,49.25890304,49.45565887,49.51564985,49.5918378,49.90687927,50.1813417,50.34300478,50.61781715,50.7514541,50.70283327,50.70843965,50.92548021,51.04599568,51.04847057,51.13837484,51.43022986,51.7043121,51.59979031
Other small states,OSS,,,20.5,20.81299973,20.99699974,21.19099998,21.42099953,21.62199974,21.78800011,21.99699974,22.38400078,22.89100075,23.20899963,23.40099907,23.86000061,24.43799973,24.53800011,24.69099998,24.99600029,25.38199997,25.85199928,26.40500069,27.03000069,27.48399925,28.05200005,28.72200012,29.46199989,30.22699928,30.69400024,30.95499992,30.95400047
Pakistan,PAK,South Asia,Lower middle income,47.11498093,47.16727446,47.26713015,47.33366747,47.55690169,47.61628568,47.67367163,47.91054526,47.998977,48.15556922,48.41806689,48.62305782,48.70538869,49.02357269,49.18385354,49.44760923,49.81303897,49.96778787,50.24102287,50.44333292,50.56385029,50.92448018,51.47847165,52.29846779,52.52517777,52.94034128,52.83776425,53.03468192,53.14243462
Panama,PAN,Latin America & Caribbean,High income,13.96199989,13.83300018,13.82199955,14.18799973,14.5710001,12.50500011,13.60999966,14.83899975,15.17399979,15.48799992,16.05699921,15.95300007,16.08300018,16.95000076,17.86599922,18.36599922,18.91500092,19.20599937,19.67300034,20.74300003,21.73600006,22.09199905,22.34900093,22.62100029,22.95899963,23.91900063,23.81200027,23.69599915,23.90099907
Peru,PER,Latin America & Caribbean,Upper middle income,38.15100098,39.05599976,39.72999954,40.45100021,41.41500092,42.79399872,43.24499893,43.68899918,43.9129982,44.11600113,44.86000061,45.5929985,46.30799866,46.8730011,47.11899948,47.95100021,46.61899948,47.50099945,48.63100052,47.85800171,47.08800125,45.42399979,47.95999908,49.48899841,49.52399826,50.70999908,51.22900009,52.47999954,52.5
Philippines,PHL,East Asia & Pacific,Lower middle income,43.35900116,43.50099945,44.58399963,45.68899918,46.82400131,50.08300018,52.77799988,55.5320015,55.9090004,58.15299988,54.98699951,60.20500183,62.45600128,64.18099976,66.08899689,64.03399658,67.13200378,69.84300232,70.10900116,70.50900269,72.03399658,71.30200195,71.14199829,70.63400269,69.64199829,68.06700134,68.15799713,69.65299988,69.92900085
Palau,PLW,East Asia & Pacific,High income,47.26100159,47.55099869,47.68399811,47.86399841,47.75299835,47.7820015,47.65499878,47.62799835,47.80799866,47.83800125,47.74100113,47.70800018,47.57400131,47.04199982,46.72000122,47.55099869,47.97100067,48.04100037,47.52899933,48.29600143,48.49000168,49.25799942,48.8409996,48.77700043,49.55699921,49.0719986,48.62200165,45.50999832,45.70999908
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,POL,Europe & Central Asia,High income,71.15299988,70.76000214,70.14600372,69.33000183,69.16300201,69.52799988,69.27300262,69.67700195,70.08100128,70.16699982,70.50800323,68.47499847,66.36399841,64.17500305,61.90999985,59.5719986,57.16400146,54.70600128,52.20800018,49.68099976,47.13499832,47.1609993,47.05500031,46.97299957,46.61500168,46.36899948,46.33599854,46.3030014,46.01699829
Pre-demographic dividend,PRE,,,53.88600159,53.75699997,53.67900085,53.1780014,52.42399979,51.15000153,50.55899811,49.35900116,49.11700058,48.6590004,49.58000183,49.97499847,48.79800034,48.22000122,47.48199844,47.7879982,46.70000076,46.43799973,46.80099869,47.42399979,48.27199936,48.3730011,48.76399994,48.77799988,49.16400146,48.99599838,49.01900101,49.15100098,48.92200089
Puerto Rico,PRI,Latin America & Caribbean,High income,58.49431816,58.46473663,58.45271583,58.47226261,58.50948224,58.56343723,58.5537762,58.49247185,58.47384365,58.46951593,58.38352618,58.25797253,58.18055049,58.11386683,58.0561335,58.02891742,58.00167348,57.93553581,57.78023585,57.61324013,57.45149707,57.31444802,57.19641531,57.19320779,57.13475904,57.20926638,57.3191589,57.46480184,57.47717998
"Korea, Dem. People’s Rep.",PRK,East Asia & Pacific,Low income,30.5170002,30.96899986,31.56900024,33.70500183,33.43199921,33.17900085,33.80599976,34.84199905,34.76499939,36.33100128,34.75299835,35.48099899,36.21500015,36.42900085,36.0909996,36.90100098,37.98600006,37.37200165,36.55500031,36.05500031,35.56200027,35.08399963,34.61899948,34.1590004,33.70100021,33.24499893,33.11299896,32.33800125,32.25
Portugal,PRT,Europe & Central Asia,High income,77.82499695,77.75800323,77.71499634,77.66699982,77.5510025,77.36399841,77.21399689,77.01899719,76.77300262,76.55699921,76.34200287,76.14800262,75.97100067,75.81600189,75.66600037,75.51499939,75.37799835,75.24099731,75.11699677,75.00800323,74.90499878,74.79699707,74.70600128,74.61499786,74.53500366,74.46499634,74.40499878,74.35600281,74.3010025
Paraguay,PRY,Latin America & Caribbean,Upper middle income,48.35900116,50.42699814,48.69300079,49.13600159,49.5320015,49.25500107,49.88399887,50.8769989,51.83499908,52.23300171,52.67200089,53.41899872,53.98400116,54.67100143,54.23699951,55.2840004,55.57300186,56.00299835,55.86800003,55.63299942,55.81600189,54.61199951,54.65299988,54.12799835,53.79800034,53.77799988,53.57600021,54.16699982,53.87200165
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,52.41999817,52.5,52.45199966,52.72700119,53.0870018,52.98400116,52.88100052,52.78499985,52.69400024,52.61000061,52.53499985,52.47100067,52.41400146,52.24200058,57.30799866,56.0719986,52.24900055,54.44400024,54.14500046,56.27000046,53.86600113,55.42599869,60.29399872,58.73600006,55.97600174,55.93000031,56.27399826,56.56100082,56.88100052
Pacific island small states,PSS,,,11.24600029,11.25,11.25699997,11.26799965,11.26900005,11.27000046,11.58699989,11.93099976,12.30099964,12.68999958,13.09500027,10.52299976,10.61800003,12.96500015,13.67000008,13.61299992,14.65100002,15.82600021,15.47299957,15.64400005,14.75500011,16.61499977,17.41500092,17.27499962,19.42099953,19.04199982,19.23800087,18.9829998,19.24799919
Post-demographic dividend,PST,,,44.48932511,44.82209125,44.9304256,45.16964183,45.26361467,45.2400457,45.24752336,45.01887963,44.76592079,44.59110335,44.60295432,44.65249525,44.70840759,44.63638153,44.57443821,44.46970951,45.32143156,46.13642062,46.92980391,47.89943749,48.76541399,49.59175471,49.07275796,48.59645959,48.14231415,47.57409953,47.01378372,47.0691175,47.25547375
French Polynesia,PYF,East Asia & Pacific,High income,49.60287837,49.90467659,49.93340973,49.83608608,50.24352623,50.37413625,50.57853696,50.88387378,50.88082084,51.09554976,51.31827297,51.28951494,51.48395693,51.66638814,51.75752985,52.02840473,52.33298614,52.51561477,52.78246803,52.8164185,52.66042189,52.56456036,52.65554379,52.79076237,52.836653,52.87950824,53.12396701,53.41574802,53.30875428
Qatar,QAT,Middle East & North Africa,High income,47.51200104,47.73799896,47.95199966,48.14599991,48.28099823,48.34000015,48.41500092,48.43399811,48.3219986,48.12099838,47.88800049,47.68799973,47.50099945,47.33399963,47.22000122,47.18899918,47.27500153,47.3769989,47.75099945,48.01900101,48.20000076,48.50799942,48.78900146,48.64400101,48.44599915,48.20700073,47.96099854,47.70700073,47.55099869
Romania,ROU,Europe & Central Asia,Upper middle income,44.31399918,45.00299835,44.68500137,44.90399933,44.85900116,44.74900055,44.1609993,42.31700134,41.64300156,41.51800156,41.20299911,42.42100143,43.33800125,44.39500046,44.54299927,45.44400024,46.86199951,48.56399918,48.64500046,48.83599854,51.13299942,52.61600113,54.07099915,55.67599869,57.34199905,58.93399811,58.50999832,58.06399918,57.84000015
Russian Federation,RUS,Europe & Central Asia,Upper middle income,62.13199997,62.18600082,62.31200027,62.17499924,62.00299835,61.82899857,58.70999908,59.54100037,58.44400024,58.50500107,57.86800003,56.60699844,50.60400009,48.51900101,48.07500076,46.31200027,47.24399948,46.83399963,46.15000153,45.87099838,46.33000183,46.14899826,46.27999878,46.00500107,46.14699936,45.19499969,44.47499847,45.97000122,45.56600189
Rwanda,RWA,Sub-Saharan Africa,Low income,58.8370018,58.49300003,58.0340004,56.17100143,54.26699829,53.72200012,52.89799881,51.89099884,51.23600006,54.60400009,54.69100189,53.54100037,54.53900146,54.28699875,54.75099945,55.21500015,55.57600021,56.16799927,56.08800125,56.25299835,55.92200089,56.15200043,56.08399963,55.77799988,55.72900009,55.57500076,55.72299957,55.30400085,54.91199875
South Asia,SAS,,,86.08499908,86.14199829,86.20999908,86.22699738,86.15000153,86.08200073,85.8710022,85.5530014,85.19300079,84.82099915,84.47100067,84.31800079,84.20200348,84.1190033,84.06600189,84.04100037,84.07299805,84.15200043,84.25299835,84.33599854,84.3710022,84.37000275,84.31500244,84.21199799,84.08200073,84.1269989,84.15899658,84.1780014,84.17299652
Saudi Arabia,SAU,Middle East & North Africa,High income,29.59777423,29.55647524,29.57034244,29.71959165,29.93450702,29.68481891,29.72259039,29.78235844,29.87312611,29.80309114,29.80758023,30.0659218,30.35292488,30.71589373,31.09105713,31.43460954,30.43711196,29.48964097,28.59977566,27.81665569,27.03737492,26.03523214,25.05962508,25.31872546,25.53296396,25.82024849,26.00125714,26.39620088,26.30540814
Sudan,SDN,Sub-Saharan Africa,Lower middle income,14.5010004,14.25899982,14.21399975,14.47999954,14.6960001,14.86800003,15.10200024,15.41899967,15.82699966,16.32299995,16.0909996,15.82699966,15.875,16.43799973,17.03499985,17.65999985,18.24600029,17.8239994,17.48699951,17.12000084,18.22200012,19.56100082,20.32799911,20.29700089,20.71800041,22.07900047,23.03300095,23.28899956,23.37400055
Senegal,SEN,Sub-Saharan Africa,Lower middle income,23.44799995,24.22599983,25.03300095,25.86700058,26.72699928,27.60899925,28.51199913,28.0170002,27.53300095,27.05999947,26.59900093,26.15500069,25.72400093,25.30200005,24.88699913,24.47500038,24.07299995,23.67700005,23.28800011,22.90800095,23.00699997,23.17399979,23.37400055,23.5890007,23.82500076,24.08399963,24.33099937,24.60000038,24.53100014
Singapore,SGP,East Asia & Pacific,High income,31.35899925,31.41399956,31.48399925,31.58300018,31.72900009,31.94099998,32.01200104,32.14899826,32.3390007,32.55500031,32.77799988,32.9679985,33.17300034,33.39599991,33.62200165,33.84199905,33.98199844,34.05799866,34.14099884,34.22900009,34.32099915,34.41699982,34.51599884,34.61700058,34.7159996,34.81299973,34.93700027,35.10300064,35.20000076
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,47.4090004,47.96300125,48.48300171,49.42100143,50.27299881,50.84600067,51.18700027,51.57099915,50.75899887,51.22200012,51.5340004,51.88700104,50.80400085,51.45999908,51.89899826,52.41999817,53.09799957,53.81499863,56.2179985,55.85699844,57.01499939,57.61800003,58.41699982,58.60300064,59.70700073,60.79800034,60.71500015,60.67200089,60.53300095
Sierra Leone,SLE,Sub-Saharan Africa,Low income,62.57300186,62.39599991,61.91199875,61.89199829,61.61600113,61.39799881,61.5379982,61.85499954,61.99700165,62.2480011,63.27500153,63.88999939,64.1969986,64.02899933,63.93399811,63.80799866,63.59799957,63.36899948,63.15499878,63.50799942,63.31399918,62.83100128,62.69900131,62.63600159,62.63899994,62.54700089,62.50299835,62.45299911,62.40599823
El Salvador,SLV,Latin America & Caribbean,Lower middle income,63.63600159,63.52299881,63.43299866,63.45100021,63.51800156,63.60300064,63.57899857,63.60400009,63.67699814,63.75099945,63.81700134,63.78699875,63.84600067,63.90800095,65.22299957,64.44000244,63.64400101,62.85699844,62.07300186,61.28699875,60.5,59.6969986,58.89699936,58.10200119,57.31600189,57.48199844,57.67300034,57.86999893,57.72399902
San Marino,SMR,Europe & Central Asia,High income,39.64699936,40.09400177,40.93500137,42.91500092,44.44300079,43.08000183,41.72200012,41.91799927,45.27600098,45.64599991,45.40399933,45.15599823,44.91699982,46.40999985,44.77199936,45.48699951,46.20500183,46.51499939,46.58800125,46.61000061,45.92599869,45.64899826,46.56000137,47.52799988,46.09999847,45.09700012,45.94100189,45.88000107,46.08800125
Somalia,SOM,Sub-Saharan Africa,Low income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,Europe & Central Asia,Upper middle income,22.3010006,21.92700005,21.66399956,21.47800064,21.24699974,20.8579998,20.32099915,19.78499985,19.25099945,18.79700089,18.46899986,17.99600029,17.7310009,17.6060009,17.52000046,17.4489994,17.38699913,17.3220005,17.29100037,17.36599922,17.56100082,17.63299942,17.85099983,18.15600014,18.46500015,18.73900032,18.90500069,19.05599976,19.12199974
Sub-Saharan Africa (excluding high income),SSA,,,47.96099854,48.13600159,48.17900085,48.06800079,47.90499878,47.63399887,47.47700119,47.20399857,47.05400085,47.25699997,46.87200165,46.56900024,46.22600174,45.93000031,45.6269989,45.39699936,45.25500107,45.93700027,45.31900024,44.20700073,42.87900162,42.63800049,43.01499939,43.95000076,44.42699814,44.0719986,46.13700104,46.95999908,46.75600052
South Sudan,SSD,Sub-Saharan Africa,Low income,60.85569835,60.87991864,60.93000233,61.0207287,61.13470498,61.34541169,61.49016728,61.59056985,61.68611762,61.7885546,61.8767245,61.88632968,61.87402137,61.7373363,61.58403246,61.74511341,61.81245744,61.65164409,61.55123131,61.27786635,61.01540493,60.93987738,60.86431641,60.94175873,60.9135899,61.0570412,61.16507103,61.37723722,61.39564875
Sub-Saharan Africa,SSF,,,70.89099884,70.77200317,70.72899628,70.74299622,70.74900055,70.67099762,70.60199738,70.55200195,70.49500275,70.44599915,70.43000031,70.35099792,70.3259964,70.34700012,70.39399719,70.44999695,70.48300171,70.53800201,70.61100006,70.70500183,70.82299805,70.88700104,70.97299957,71.08200073,71.21199799,71.36199951,71.48500061,71.62599945,71.76300049
Small states,SST,,,60.85569835,60.87991864,60.93000233,61.0207287,61.13470498,61.34541169,61.49016728,61.59056985,61.68611762,61.7885546,61.8767245,61.88632968,61.87402137,61.7373363,61.58403246,61.74511341,61.81245744,61.65164409,61.55123131,61.27786635,61.01540493,60.93987738,60.86431641,60.94175873,60.9135899,61.0570412,61.16507103,61.37723722,61.39564875
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,47.57443999,47.81360186,48.09919671,48.34993914,48.62637321,48.60451768,48.63105312,48.63366305,48.51717887,48.59317635,48.73949732,48.91445774,49.00813746,49.34039115,49.60027903,49.91600568,50.27421473,50.41006332,50.70993481,50.86092894,50.99524575,51.31223452,51.77440475,52.48721613,52.64726304,52.86895421,52.9146057,53.0698136,53.17676132
Suriname,SUR,Latin America & Caribbean,Upper middle income,36.04899979,36.07699966,36.26900101,36.53900146,36.77899933,36.98300171,37.36299896,37.70800018,38.0530014,38.43999863,38.8429985,39.11899948,39.44200134,39.76599884,40.04600143,40.2820015,40.55099869,40.81399918,41.06600189,41.29399872,41.49700165,41.81200027,42.07799911,42.31800079,42.55400085,42.79700089,43.04100037,43.29499817,43.24700165
Slovak Republic,SVK,Europe & Central Asia,High income,34.03499985,34.17200089,33.9620018,32.97499847,33.10499954,33.05699921,33.16699982,33.75999832,33.98500061,34,34.13299942,34.5530014,34.97800064,35.5870018,36.50600052,36.97100067,37.40399933,37.95700073,38.4090004,38.73699951,39.25699997,39.8030014,40.03099823,40.26699829,40.22600174,39.88100052,39.22000122,39.08599854,39.22200012
Slovenia,SVN,Europe & Central Asia,High income,59.7840004,59.72299957,57.60200119,55.18700027,51.44400024,51.56800079,52.30599976,51.80799866,51.22700119,51.68399811,52.30400085,52.85499954,52.3370018,52.59400177,52.51399994,51.26699829,50.67300034,50.48300171,50.88899994,50.18399811,50.63700104,50.20999908,50.72700119,51.07099915,51.11800003,51.9980011,52.65299988,52.82799911,52.66400146
Sweden,SWE,Europe & Central Asia,High income,52.41600037,52.25899887,52.06999969,51.85800171,51.65299988,51.47499847,51.33800125,52.54000092,53.07400131,51.78699875,51.24300003,50.93700027,51.67499924,50.27500153,52.80899811,52.84899902,53.25799942,53.48799896,53.62799835,53.52500153,53.18500137,52.35300064,52.31800079,51.79299927,52.34500122,52.0359993,52.07300186,53.74900055,53.34899902
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,63.13700104,62.47399902,61.10699844,59.46300125,58.62200165,59.08499908,59.25899887,58.68999863,58.14099884,58.82300186,58.34500122,58.47800064,58.59000015,58.7159996,58.40100098,58.82099915,59.2159996,59.67599869,59.7879982,59.3390007,58.93700027,59.44400024,59.69599915,60.1780014,60.37099838,60.6570015,60.70000076,60.97000122,61.07500076
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,31.22100067,31.14500046,31.13500023,31.18799973,31.29400063,31.44799995,31.70299911,31.99099922,32.33000183,32.74100113,33.23099899,33.56200027,33.9070015,34.25500107,34.58800125,34.90100098,35.4070015,35.92900085,36.46099854,37.00099945,37.54399872,38.0929985,38.66400146,39.23300171,39.76399994,40.24900055,40.68999863,41.07899857,41.37099838
Seychelles,SYC,Sub-Saharan Africa,High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,23.72900009,23.50399971,23.17700005,23.12800026,23.17300034,23.21800041,20.92000008,18.81599998,16.90399933,18.36899948,20.06900024,19.74799919,19.44099998,19.14599991,17.61000061,16.2310009,15.02700043,14.19299984,14.77700043,13.04300022,13.18000031,13.01500034,12.77700043,12.5340004,12.2840004,12.00800037,12.09500027,12.23900032,11.99199963
Chad,TCD,Sub-Saharan Africa,Low income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,,,65.10600281,64.93199921,64.79299927,64.65699768,64.5759964,64.50499725,64.35600281,64.2519989,64.18099976,64.12200165,64.0759964,63.97200012,63.89899826,63.86199951,63.8730011,63.90800095,63.87200165,63.88100052,63.92399979,63.99399948,64.08799744,64.1269989,64.1989975,64.29000092,64.40200043,64.52799988,64.60700226,64.71199799,64.7559967
Europe & Central Asia (IDA & IBRD countries),TEC,,,68.38098459,68.46386011,68.54492089,68.43563929,68.29530792,68.16864708,68.03330333,67.84395981,67.64592828,67.4267621,67.12512317,66.33411519,65.43331288,64.72258839,63.985327,63.32558526,62.76824497,62.76999698,62.40975001,62.01964001,61.61256582,61.55988531,61.45822413,61.1502736,60.94189216,60.62964946,60.25090473,59.91880066,59.49481257
